host_id,timestamp,kpi_1
12_3,2018/12/17 12:24,0
12_3,2018/12/17 12:32,0
12_3,2018/12/17 12:39,0
12_3,2018/12/17 12:26,1.913009
12_3,2018/12/17 12:27,0
12_3,2018/12/17 12:28,0
12_3,2018/12/17 12:40,0
12_3,2018/12/17 12:41,0
12_3,2018/12/17 12:23,0
12_3,2018/12/17 12:49,0
12_3,2018/12/17 13:03,0
12_3,2018/12/17 13:02,0
12_3,2018/12/17 12:47,0.956872
12_3,2018/12/17 12:48,0
12_3,2018/12/17 13:04,0
12_3,2018/12/17 12:55,0
12_3,2018/12/17 13:00,0
12_3,2018/12/17 12:53,0
12_3,2018/12/17 12:58,0
12_3,2018/12/17 13:01,0
12_3,2018/12/17 12:48,0
12_3,2018/12/17 12:51,0
12_3,2018/12/17 12:54,0
12_3,2018/12/17 12:52,0
12_3,2018/12/17 12:56,0
12_3,2018/12/17 12:59,0
12_3,2018/12/17 12:57,0
12_3,2018/12/17 12:45,0
12_3,2018/12/17 12:46,0
12_3,2018/12/17 13:06,0
12_3,2018/12/17 12:44,0
12_3,2018/12/17 13:05,0
12_3,2018/12/17 13:08,0
12_3,2018/12/17 13:10,0
12_3,2018/12/17 13:07,0
12_3,2018/12/17 13:11,0
12_3,2018/12/17 13:13,0
12_3,2018/12/17 13:18,0.956845
12_3,2018/12/17 13:15,0
12_3,2018/12/17 13:16,0
12_3,2018/12/17 13:09,0
12_3,2018/12/17 13:14,0
12_3,2018/12/17 13:17,0
12_3,2018/12/17 13:12,0
12_3,2018/12/17 13:20,0.956833
12_3,2018/12/17 13:22,0
12_3,2018/12/17 13:28,0
12_3,2018/12/17 13:29,0
12_3,2018/12/17 13:27,0.94299
12_3,2018/12/17 13:26,0
12_3,2018/12/17 13:21,0
12_3,2018/12/17 13:19,0
12_3,2018/12/17 13:25,0
12_3,2018/12/17 13:23,0
12_3,2018/12/17 13:24,0.956603
12_3,2018/12/17 13:40,0
12_3,2018/12/17 13:38,0.942885
12_3,2018/12/17 13:39,0
12_3,2018/12/17 13:37,1.913123
12_3,2018/12/17 13:47,1.913642
12_3,2018/12/17 13:46,0
12_3,2018/12/17 13:46,0
12_3,2018/12/17 13:30,0.956716
12_3,2018/12/17 13:33,0
12_3,2018/12/17 13:34,0
12_3,2018/12/17 13:31,0
12_3,2018/12/17 13:30,0.956716
12_3,2018/12/17 13:32,0
12_3,2018/12/17 13:42,0
12_3,2018/12/17 13:43,0
12_3,2018/12/17 13:41,0.942501
12_3,2018/12/17 13:45,0
12_3,2018/12/17 13:36,0
12_3,2018/12/17 13:35,0
12_3,2018/12/17 14:03,0
12_3,2018/12/17 14:02,0
12_3,2018/12/17 14:01,1.914091
12_3,2018/12/17 13:53,0
12_3,2018/12/17 13:54,0
12_3,2018/12/17 13:48,1.913559
12_3,2018/12/17 13:52,0
12_3,2018/12/17 13:55,0
12_3,2018/12/17 13:49,0
12_3,2018/12/17 13:55,0
12_3,2018/12/17 13:56,0
12_3,2018/12/17 13:50,1.913267
12_3,2018/12/17 14:06,2.870178
12_3,2018/12/17 13:58,0.9553
12_3,2018/12/17 14:07,0
12_3,2018/12/17 13:59,0
12_3,2018/12/17 13:57,0
12_3,2018/12/17 14:04,0
12_3,2018/12/17 14:01,1.914091
12_3,2018/12/17 14:17,0.957032
12_3,2018/12/17 14:11,0.956728
12_3,2018/12/17 14:12,0.942817
12_3,2018/12/17 14:17,0.957032
12_3,2018/12/17 14:12,0.942817
12_3,2018/12/17 14:24,0.956508
12_3,2018/12/17 14:20,0
12_3,2018/12/17 14:25,0
12_3,2018/12/17 14:09,0.943394
12_3,2018/12/17 14:19,0
12_3,2018/12/17 14:14,0.942745
12_3,2018/12/17 14:27,0
12_3,2018/12/17 14:13,2.786391
12_3,2018/12/17 14:26,0
12_3,2018/12/17 14:16,0
12_3,2018/12/17 14:28,1.88507
12_3,2018/12/17 14:22,0.956785
12_3,2018/12/17 14:23,0
12_3,2018/12/17 14:18,0
12_3,2018/12/17 14:10,0
12_3,2018/12/17 14:48,0
12_3,2018/12/17 14:47,0
12_3,2018/12/17 14:41,0
12_3,2018/12/17 14:33,1.909373
12_3,2018/12/17 14:44,0.941638
12_3,2018/12/17 14:35,0.956866
12_3,2018/12/17 14:42,0
12_3,2018/12/17 14:45,1.913212
12_3,2018/12/17 14:40,0
12_3,2018/12/17 14:43,0
12_3,2018/12/17 14:32,1.885298
12_3,2018/12/17 14:34,0.957111
12_3,2018/12/17 14:46,0.942777
12_3,2018/12/17 14:39,1.858202
12_3,2018/12/17 14:31,0.942633
12_3,2018/12/17 14:30,0
12_3,2018/12/17 14:38,2.869948
12_3,2018/12/17 14:37,0.942828
12_3,2018/12/17 14:29,1.913495
12_3,2018/12/17 14:35,0.956866
12_3,2018/12/17 15:02,0.942564
12_3,2018/12/17 14:49,0
12_3,2018/12/17 15:03,1.885215
12_3,2018/12/17 15:04,0
12_3,2018/12/17 15:00,0.956714
12_3,2018/12/17 14:53,0
12_3,2018/12/17 15:05,0
12_3,2018/12/17 14:50,0
12_3,2018/12/17 14:55,0
12_3,2018/12/17 14:57,0.941566
12_3,2018/12/17 15:00,0.956714
12_3,2018/12/17 14:52,0
12_3,2018/12/17 14:56,0.902773
12_3,2018/12/17 14:56,0.902773
12_3,2018/12/17 14:59,0.903036
12_3,2018/12/17 14:54,0.95654
12_3,2018/12/17 15:08,1.885142
12_3,2018/12/17 15:09,0.94299
12_3,2018/12/17 15:07,0.957164
12_3,2018/12/17 15:06,0
12_3,2018/12/17 15:15,0
12_3,2018/12/17 15:13,0.942768
12_3,2018/12/17 15:16,0
12_3,2018/12/17 15:22,0
12_3,2018/12/17 15:18,2.872358
12_3,2018/12/17 15:28,0.956758
12_3,2018/12/17 15:27,0.943247
12_3,2018/12/17 15:25,0
12_3,2018/12/17 15:29,1.912913
12_3,2018/12/17 15:17,1.88615
12_3,2018/12/17 15:26,0
12_3,2018/12/17 15:12,0
12_3,2018/12/17 15:24,0.897896
12_3,2018/12/17 15:21,0
12_3,2018/12/17 15:10,0.942848
12_3,2018/12/17 15:14,0
12_3,2018/12/17 15:19,0.942813
12_3,2018/12/17 15:23,0
12_3,2018/12/17 15:41,2.828453
12_3,2018/12/17 15:33,0.956674
12_3,2018/12/17 15:30,1.885414
12_3,2018/12/17 15:45,0
12_3,2018/12/17 15:36,0
12_3,2018/12/17 15:37,0
12_3,2018/12/17 15:48,0
12_3,2018/12/17 15:39,1.885232
12_3,2018/12/17 15:47,0
12_3,2018/12/17 15:40,2.827859
12_3,2018/12/17 15:46,0.956632
12_3,2018/12/17 15:38,0.957191
12_3,2018/12/17 15:31,0.928838
12_3,2018/12/17 15:43,0.942746
12_3,2018/12/17 15:44,0.956576
12_3,2018/12/17 15:42,0.942788
12_3,2018/12/17 15:34,0.942843
12_3,2018/12/17 15:35,0
12_3,2018/12/17 16:06,0
12_3,2018/12/17 16:04,0
12_3,2018/12/17 16:08,0.942643
12_3,2018/12/17 16:07,0
12_3,2018/12/17 15:51,0.942289
12_3,2018/12/17 16:01,0.942607
12_3,2018/12/17 15:49,0
12_3,2018/12/17 15:50,0
12_3,2018/12/17 16:03,0.9427
12_3,2018/12/17 16:05,0
12_3,2018/12/17 16:00,0
12_3,2018/12/17 16:02,0
12_3,2018/12/17 15:59,0
12_3,2018/12/17 15:58,0.931246
12_3,2018/12/17 15:53,0
12_3,2018/12/17 15:55,0
12_3,2018/12/17 15:56,0
12_3,2018/12/17 15:52,0
12_3,2018/12/17 15:57,1.884541
12_3,2018/12/17 15:54,0
12_3,2018/12/17 16:09,0.956773
12_3,2018/12/17 16:10,0
12_3,2018/12/17 16:14,2.747321
12_3,2018/12/17 16:22,1.883037
12_3,2018/12/17 16:26,0.94266
12_3,2018/12/17 16:20,0.942815
12_3,2018/12/17 16:19,0
12_3,2018/12/17 16:21,0
12_3,2018/12/17 16:16,0.956833
12_3,2018/12/17 16:15,0
12_3,2018/12/17 16:18,0
12_3,2018/12/17 16:25,0
12_3,2018/12/17 16:17,0
12_3,2018/12/17 16:12,0
12_3,2018/12/17 16:13,1.885484
12_3,2018/12/17 16:11,2.828266
12_3,2018/12/17 16:23,0
12_3,2018/12/17 16:24,1.88558
12_3,2018/12/17 16:32,2.827675
12_3,2018/12/17 16:31,1.885253
12_3,2018/12/17 16:34,0.942378
12_3,2018/12/17 16:29,0.956946
12_3,2018/12/17 16:30,0.942666
12_3,2018/12/17 16:36,0.956926
12_3,2018/12/17 16:39,0
12_3,2018/12/17 16:40,0.95681
12_3,2018/12/17 16:41,0
12_3,2018/12/17 16:38,0
12_3,2018/12/17 16:42,0.942553
12_3,2018/12/17 16:32,2.827675
12_3,2018/12/17 16:37,0.956815
12_3,2018/12/17 16:44,0.956533
12_3,2018/12/17 16:28,0
12_3,2018/12/17 16:27,0
12_3,2018/12/17 16:33,0.956653
12_3,2018/12/17 16:43,2.786956
12_3,2018/12/17 16:53,2.827375
12_3,2018/12/17 16:52,0
12_3,2018/12/17 16:54,0
12_3,2018/12/17 16:46,0
12_3,2018/12/17 16:51,0
12_3,2018/12/17 16:50,0
12_3,2018/12/17 16:48,0
12_3,2018/12/17 16:45,0
12_3,2018/12/17 16:47,1.885391
12_3,2018/12/17 16:49,0
12_3,2018/12/17 16:55,2.827998
12_3,2018/12/17 16:58,0
12_3,2018/12/17 17:02,0
12_3,2018/12/17 17:00,2.830814
12_3,2018/12/17 16:56,0
12_3,2018/12/17 17:01,0
12_3,2018/12/17 16:59,0
12_3,2018/12/17 16:57,0
12_3,2018/12/17 17:10,0
12_3,2018/12/17 17:11,0
12_3,2018/12/17 17:12,0
12_3,2018/12/17 17:14,0
12_3,2018/12/17 17:09,0
12_3,2018/12/17 17:08,0
12_3,2018/12/17 17:07,1.857712
12_3,2018/12/17 17:15,0
12_3,2018/12/17 17:13,0
12_3,2018/12/17 17:04,0.942709
12_3,2018/12/17 17:06,0.956765
12_3,2018/12/17 17:05,0
12_3,2018/12/17 17:03,2.828322
12_3,2018/12/17 17:30,0
12_3,2018/12/17 17:26,0
12_3,2018/12/17 17:29,0
12_3,2018/12/17 17:27,0
12_3,2018/12/17 17:33,0
12_3,2018/12/17 17:28,0
12_3,2018/12/17 17:31,0
12_3,2018/12/17 17:34,0
12_3,2018/12/17 17:36,0.956591
12_3,2018/12/17 17:35,0.956657
12_3,2018/12/17 17:20,0
12_3,2018/12/17 17:18,0.942819
12_3,2018/12/17 17:19,0
12_3,2018/12/17 17:24,0
12_3,2018/12/17 17:17,0.956705
12_3,2018/12/17 17:22,0
12_3,2018/12/17 17:21,0.956702
12_3,2018/12/17 17:25,0
12_3,2018/12/17 17:23,0
12_3,2018/12/17 17:16,0
12_3,2018/12/17 17:32,0.942552
12_3,2018/12/17 17:40,0
12_3,2018/12/17 17:42,0
12_3,2018/12/17 17:51,0
12_3,2018/12/17 17:49,0
12_3,2018/12/17 17:38,0
12_3,2018/12/17 17:39,0
12_3,2018/12/17 17:50,0
12_3,2018/12/17 17:53,0
12_3,2018/12/17 17:54,0
12_3,2018/12/17 17:45,0
12_3,2018/12/17 17:37,0
12_3,2018/12/17 17:44,0
12_3,2018/12/17 17:58,0
12_3,2018/12/17 17:56,0
12_3,2018/12/17 17:47,0
12_3,2018/12/17 17:55,0
12_3,2018/12/17 17:57,0
12_3,2018/12/17 17:52,0
12_3,2018/12/17 17:41,0
12_3,2018/12/17 17:48,0
12_3,2018/12/17 17:46,0
12_3,2018/12/17 17:43,0
12_3,2018/12/17 17:59,0
12_3,2018/12/17 18:13,0
12_3,2018/12/17 18:16,0
12_3,2018/12/17 18:14,0
12_3,2018/12/17 18:04,0
12_3,2018/12/17 18:15,0
12_3,2018/12/17 18:17,0
12_3,2018/12/17 18:02,0
12_3,2018/12/17 18:05,0
12_3,2018/12/17 18:02,0
12_3,2018/12/17 18:00,0
12_3,2018/12/17 18:03,0
12_3,2018/12/17 18:18,0
12_3,2018/12/17 18:01,0.902912
12_3,2018/12/17 18:11,0
12_3,2018/12/17 18:12,0.942431
12_3,2018/12/17 18:07,0
12_3,2018/12/17 18:08,0
12_3,2018/12/17 18:10,0.9568
12_3,2018/12/17 18:06,0
12_3,2018/12/17 18:09,0
12_3,2018/12/17 18:21,0
12_3,2018/12/17 18:19,0
12_3,2018/12/17 18:23,0
12_3,2018/12/17 18:36,0
12_3,2018/12/17 18:31,0
12_3,2018/12/17 18:41,0
12_3,2018/12/17 18:34,0
12_3,2018/12/17 18:35,0
12_3,2018/12/17 18:20,0
12_3,2018/12/17 18:22,0.929131
12_3,2018/12/17 18:32,0
12_3,2018/12/17 18:33,0
12_3,2018/12/17 18:37,0
12_3,2018/12/17 18:39,0
12_3,2018/12/17 18:30,0
12_3,2018/12/17 18:26,0
12_3,2018/12/17 18:38,0
12_3,2018/12/17 18:28,0
12_3,2018/12/17 18:40,0
12_3,2018/12/17 18:28,0
12_3,2018/12/17 18:24,0
12_3,2018/12/17 18:26,0
12_3,2018/12/17 18:29,0
12_3,2018/12/17 18:25,0
12_3,2018/12/17 18:47,0
12_3,2018/12/17 18:50,0
12_3,2018/12/17 19:00,0
12_3,2018/12/17 18:51,0
12_3,2018/12/17 18:53,0
12_3,2018/12/17 18:46,0
12_3,2018/12/17 18:49,0
12_3,2018/12/17 18:54,0
12_3,2018/12/17 19:01,0
12_3,2018/12/17 18:59,0
12_3,2018/12/17 19:02,0
12_3,2018/12/17 18:48,0
12_3,2018/12/17 19:03,0
12_3,2018/12/17 18:52,0
12_3,2018/12/17 19:04,0
12_3,2018/12/17 18:57,0
12_3,2018/12/17 18:58,0
12_3,2018/12/17 18:56,0
12_3,2018/12/17 18:55,0
12_3,2018/12/17 18:45,0
12_3,2018/12/17 18:43,0
12_3,2018/12/17 18:42,0
12_3,2018/12/17 18:43,0
12_3,2018/12/17 18:44,0
12_3,2018/12/17 19:12,0
12_3,2018/12/17 19:12,0
12_3,2018/12/17 19:10,0
12_3,2018/12/17 19:06,0
12_3,2018/12/17 19:08,0
12_3,2018/12/17 19:05,0
12_3,2018/12/17 19:07,0
12_3,2018/12/17 19:09,0
12_3,2018/12/17 19:17,0
12_3,2018/12/17 19:25,0
12_3,2018/12/17 19:26,0
12_3,2018/12/17 19:15,0
12_3,2018/12/17 19:16,0
12_3,2018/12/17 19:18,0
12_3,2018/12/17 19:27,0
12_3,2018/12/17 19:13,0
12_3,2018/12/17 19:24,0
12_3,2018/12/17 19:21,0.915071
12_3,2018/12/17 19:19,0
12_3,2018/12/17 19:22,0
12_3,2018/12/17 19:23,0
12_3,2018/12/17 19:20,0
12_3,2018/12/17 19:14,0
12_3,2018/12/17 19:47,0
12_3,2018/12/17 19:48,0
12_3,2018/12/17 19:45,0
12_3,2018/12/17 19:46,0
12_3,2018/12/17 19:49,0
12_3,2018/12/17 19:37,0
12_3,2018/12/17 19:28,0
12_3,2018/12/17 19:32,0
12_3,2018/12/17 19:42,0
12_3,2018/12/17 19:40,0
12_3,2018/12/17 19:44,0
12_3,2018/12/17 19:41,0
12_3,2018/12/17 19:43,0
12_3,2018/12/17 19:30,0
12_3,2018/12/17 19:34,0
12_3,2018/12/17 19:36,0
12_3,2018/12/17 19:31,0
12_3,2018/12/17 19:28,0
12_3,2018/12/17 19:33,0
12_3,2018/12/17 19:39,0
12_3,2018/12/17 19:39,0
12_3,2018/12/17 19:35,0
12_3,2018/12/17 19:29,0
12_3,2018/12/17 20:12,0
12_3,2018/12/17 19:52,0
12_3,2018/12/17 20:11,0
12_3,2018/12/17 20:10,0
12_3,2018/12/17 20:13,0
12_3,2018/12/17 19:55,0
12_3,2018/12/17 19:51,0
12_3,2018/12/17 19:50,0
12_3,2018/12/17 19:53,0
12_3,2018/12/17 19:54,0
12_3,2018/12/17 20:09,0
12_3,2018/12/17 20:04,0
12_3,2018/12/17 19:58,0
12_3,2018/12/17 20:06,0
12_3,2018/12/17 20:08,0
12_3,2018/12/17 20:07,0
12_3,2018/12/17 20:05,0
12_3,2018/12/17 19:56,0
12_3,2018/12/17 19:59,0
12_3,2018/12/17 20:03,0
12_3,2018/12/17 20:02,0
12_3,2018/12/17 20:00,0
12_3,2018/12/17 19:57,0
12_3,2018/12/17 20:01,0
12_3,2018/12/17 20:35,0
12_3,2018/12/17 20:20,0
12_3,2018/12/17 20:32,0
12_3,2018/12/17 20:30,0
12_3,2018/12/17 20:31,0
12_3,2018/12/17 20:28,0
12_3,2018/12/17 20:29,0
12_3,2018/12/17 20:33,0
12_3,2018/12/17 20:34,0
12_3,2018/12/17 20:15,0
12_3,2018/12/17 20:19,0
12_3,2018/12/17 20:16,0
12_3,2018/12/17 20:17,0
12_3,2018/12/17 20:18,0
12_3,2018/12/17 20:14,0
12_3,2018/12/17 20:24,0
12_3,2018/12/17 20:27,0
12_3,2018/12/17 20:22,0
12_3,2018/12/17 20:25,0
12_3,2018/12/17 20:31,0
12_3,2018/12/17 20:21,0
12_3,2018/12/17 20:26,0
12_3,2018/12/17 20:23,0
12_3,2018/12/17 20:53,0
12_3,2018/12/17 20:56,0
12_3,2018/12/17 20:54,0
12_3,2018/12/17 20:59,0
12_3,2018/12/17 20:52,0
12_3,2018/12/17 20:58,0
12_3,2018/12/17 21:00,0.94303
12_3,2018/12/17 20:55,0
12_3,2018/12/17 20:57,0
12_3,2018/12/17 20:45,0
12_3,2018/12/17 20:46,0
12_3,2018/12/17 20:49,0
12_3,2018/12/17 20:47,0
12_3,2018/12/17 20:43,0
12_3,2018/12/17 20:44,0
12_3,2018/12/17 20:50,0
12_3,2018/12/17 20:48,0
12_3,2018/12/17 20:51,0
12_3,2018/12/17 20:38,0
12_3,2018/12/17 20:39,0
12_3,2018/12/17 20:37,0
12_3,2018/12/17 20:36,0
12_3,2018/12/17 20:42,0
12_3,2018/12/17 20:40,0
12_3,2018/12/17 21:13,0
12_3,2018/12/17 21:18,0
12_3,2018/12/17 21:14,0
12_3,2018/12/17 21:19,0
12_3,2018/12/17 21:12,0
12_3,2018/12/17 21:17,0
12_3,2018/12/17 21:22,0
12_3,2018/12/17 21:15,0
12_3,2018/12/17 21:16,0
12_3,2018/12/17 21:06,0
12_3,2018/12/17 21:03,0
12_3,2018/12/17 21:07,0
12_3,2018/12/17 21:05,0
12_3,2018/12/17 21:01,0
12_3,2018/12/17 21:10,0
12_3,2018/12/17 21:08,0
12_3,2018/12/17 21:20,0
12_3,2018/12/17 21:09,0
12_3,2018/12/17 21:21,0
12_3,2018/12/17 21:04,0
12_3,2018/12/17 21:02,0
12_3,2018/12/17 21:24,0
12_3,2018/12/17 21:23,0
12_3,2018/12/17 21:31,0
12_3,2018/12/17 21:28,0
12_3,2018/12/17 21:42,0
12_3,2018/12/17 21:46,0
12_3,2018/12/17 21:44,0
12_3,2018/12/17 21:43,0
12_3,2018/12/17 21:27,0
12_3,2018/12/17 21:45,0
12_3,2018/12/17 21:47,0
12_3,2018/12/17 21:48,0
12_3,2018/12/17 21:35,0
12_3,2018/12/17 21:41,0
12_3,2018/12/17 21:30,0
12_3,2018/12/17 21:39,0
12_3,2018/12/17 21:40,0
12_3,2018/12/17 21:38,0
12_3,2018/12/17 21:30,0
12_3,2018/12/17 21:36,0
12_3,2018/12/17 21:25,0
12_3,2018/12/17 21:33,0
12_3,2018/12/17 21:37,0
12_3,2018/12/17 21:26,0
12_3,2018/12/17 21:34,0
12_3,2018/12/17 21:32,0
12_3,2018/12/17 21:51,0
12_3,2018/12/17 22:05,0
12_3,2018/12/17 22:11,0
12_3,2018/12/17 21:50,0
12_3,2018/12/17 21:58,0
12_3,2018/12/17 22:12,0
12_3,2018/12/17 22:09,0
12_3,2018/12/17 22:10,0.956814
12_3,2018/12/17 22:06,0
12_3,2018/12/17 21:57,0
12_3,2018/12/17 22:08,0
12_3,2018/12/17 21:49,0
12_3,2018/12/17 21:59,0
12_3,2018/12/17 22:00,0
12_3,2018/12/17 22:03,0
12_3,2018/12/17 22:02,0
12_3,2018/12/17 22:04,0
12_3,2018/12/17 22:01,0
12_3,2018/12/17 21:53,0
12_3,2018/12/17 21:56,0
12_3,2018/12/17 21:52,0
12_3,2018/12/17 21:54,0
12_3,2018/12/17 21:55,0
12_3,2018/12/17 22:29,0
12_3,2018/12/17 22:13,0
12_3,2018/12/17 22:16,0
12_3,2018/12/17 22:27,0
12_3,2018/12/17 22:32,0
12_3,2018/12/17 22:28,0
12_3,2018/12/17 22:14,0
12_3,2018/12/17 22:31,0
12_3,2018/12/17 22:24,0
12_3,2018/12/17 22:19,0
12_3,2018/12/17 22:17,0
12_3,2018/12/17 22:26,0
12_3,2018/12/17 22:18,0
12_3,2018/12/17 22:23,0
12_3,2018/12/17 22:30,0
12_3,2018/12/17 22:21,0
12_3,2018/12/17 22:20,0
12_3,2018/12/17 22:22,0
12_3,2018/12/17 22:46,0
12_3,2018/12/17 22:45,0
12_3,2018/12/17 22:49,0
12_3,2018/12/17 22:50,0
12_3,2018/12/17 22:47,0
12_3,2018/12/17 22:44,0
12_3,2018/12/17 22:55,0
12_3,2018/12/17 22:37,0
12_3,2018/12/17 22:53,0
12_3,2018/12/17 22:54,0
12_3,2018/12/17 22:52,0
12_3,2018/12/17 22:35,0
12_3,2018/12/17 22:48,0
12_3,2018/12/17 22:33,0
12_3,2018/12/17 22:43,0
12_3,2018/12/17 22:39,0
12_3,2018/12/17 22:51,0
12_3,2018/12/17 22:41,0
12_3,2018/12/17 22:38,0
12_3,2018/12/17 22:40,0
12_3,2018/12/17 22:42,0
12_3,2018/12/17 22:34,0
12_3,2018/12/17 22:34,0
12_3,2018/12/17 23:15,0
12_3,2018/12/17 23:16,0
12_3,2018/12/17 23:18,0
12_3,2018/12/17 22:58,0
12_3,2018/12/17 23:17,0
12_3,2018/12/17 23:11,0
12_3,2018/12/17 23:06,0
12_3,2018/12/17 23:10,0
12_3,2018/12/17 23:07,0
12_3,2018/12/17 23:05,0
12_3,2018/12/17 22:56,0
12_3,2018/12/17 22:57,0
12_3,2018/12/17 23:14,0
12_3,2018/12/17 23:13,0
12_3,2018/12/17 23:04,0
12_3,2018/12/17 23:12,0
12_3,2018/12/17 23:08,0
12_3,2018/12/17 23:09,0
12_3,2018/12/17 23:00,0
12_3,2018/12/17 23:01,0
12_3,2018/12/17 23:03,0
12_3,2018/12/17 23:02,0
12_3,2018/12/17 22:59,0
12_3,2018/12/17 23:34,0
12_3,2018/12/17 23:35,0
12_3,2018/12/17 23:32,0
12_3,2018/12/17 23:25,0
12_3,2018/12/17 23:33,0
