host_id,time,磁盘处理的每个读IO的平均时间
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:51:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 14:56:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:01:00,0.0007
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:06:00,0.002824
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:11:00,0.0112
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:16:00,0.008
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:21:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:26:00,0.001908
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:31:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:36:00,0.00468
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:41:00,0.015638
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:46:00,0
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:51:00,0.010031
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 15:56:00,0.0004
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:01:00,0.005002
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:06:00,0.023618
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
ca811f30-8588-478f-a188-4291d025b3b9,2019/2/25 16:11:00,0.004749
