host_id,time,MSMQ
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 15:56:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 15:57:00,1.972182
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 15:58:00,1.972177
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 15:59:00,1.972972
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 15:59:00,1.972972
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:00:00,1.972847
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:01:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:01:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:02:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:03:00,0.986182
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:03:00,0.986182
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:04:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:05:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:06:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:06:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:07:00,0.986221
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:08:00,1.972002
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:09:00,1.98372
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:09:00,1.98372
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:10:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:11:00,0.986061
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:12:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:12:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:13:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:14:00,2.958331
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:14:00,2.958331
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:15:00,0.987071
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:16:00,0.986081
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:16:00,0.986081
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:17:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:18:00,0.986238
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:19:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:19:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:20:00,1.972271
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:21:00,0.986092
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:22:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:22:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:23:00,0.986175
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:24:00,0.986278
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:25:00,0.986206
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:25:00,0.986206
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:26:00,1.972423
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:27:00,0.98614
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:27:00,0.98614
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:28:00,2.958041
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:29:00,0.985957
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:30:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:30:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:31:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:32:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:33:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:33:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:34:00,0.986109
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:33:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:35:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:35:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:36:00,0.986179
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:37:00,1.972389
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:38:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:38:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:39:00,1.972789
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:40:00,1.972316
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:40:00,1.972316
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:41:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:42:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:43:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:43:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:44:00,0.986224
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:45:00,0.986084
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:46:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:46:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:47:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:48:00,0.986309
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:48:00,0.986309
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:49:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:50:00,0.986119
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:51:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:51:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:52:00,3.944839
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:53:00,0.98629
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:53:00,0.98629
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:54:00,1.972253
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:55:00,0.986164
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:55:00,0.986164
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:56:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:57:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:57:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:58:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 16:59:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:00:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:00:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:01:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:02:00,0.986213
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:03:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:03:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:04:00,0.986457
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:05:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:05:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:06:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:07:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:08:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:08:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:09:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:10:00,0.986348
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:10:00,0.986348
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:11:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:12:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:12:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:13:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:14:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:14:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:15:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:16:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:16:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:17:00,0.986193
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:18:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:19:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:19:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:20:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:21:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:21:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:22:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:23:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:24:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:24:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:25:00,0.986128
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:26:00,0.942625
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:27:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:28:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:28:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:29:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:30:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:30:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:31:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:32:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:33:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:33:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:34:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:35:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:35:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:36:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:37:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:38:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:38:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:39:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:40:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:40:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:41:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:42:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:43:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:43:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:44:00,0.986297
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:45:00,0
20bc4dbb-f7f8-4521-9187-7dc31cac76e9,2019/2/25 17:46:00,0
